ViewsID,CustomerID,Genre,Format,Device,Viewing_Frequency,Total_Viewing_Time,Rating
2616,2616,News,TV-Shows,Tv-App,4,180049,2
2617,2617,Reality,Live-Events,Mobile-App,5,255158,3
2618,2618,Cartoons,Live-Events,Browser,9,358716,4
2619,2619,Action,Live-Events,Decoder,4,219669,3
2620,2620,Sports,TV-Shows,Decoder,8,414486,4
2621,2621,Action,TV-Shows,Browser,8,129923,1
2622,2622,Sports,TV-Shows,Tv-App,9,227561,2
2623,2623,Cartoons,TV-Shows,Mobile-App,0,592788,2
2624,2624,Comedy,Live-Events,Browser,3,13011,4
2625,2625,Documentaries,TV-Shows,Decoder,6,50587,4
2626,2626,Music,Live-Events,Decoder,10,549955,2
2627,2627,Music,Live-Events,Tv-App,2,134210,2
2628,2628,Cartoons,Live-Events,Tv-App,7,395282,2
2629,2629,Music,Live-Events,Mobile-App,3,59349,3
2630,2630,Reality,TV-Shows,Browser,3,564129,3
2631,2631,Drama,TV-Shows,Browser,7,557000,1
2632,2632,Cartoons,TV-Shows,Mobile-App,3,34329,4
2633,2633,Music,Live-Events,Tv-App,3,418048,2
2634,2634,Reality,Live-Events,Tv-App,9,142945,1
2635,2635,Music,TV-Shows,Mobile-App,10,133885,3
2636,2636,News,TV-Shows,Decoder,5,513402,2
2637,2637,Religion,Live-Events,Decoder,2,125448,1
2638,2638,News,TV-Shows,Tv-App,2,448686,5
2639,2639,Comedy,Live-Events,Tv-App,1,257009,4
2640,2640,Music,Live-Events,Decoder,4,175290,4
2641,2641,Cartoons,TV-Shows,Decoder,6,444834,5
2642,2642,Drama,Live-Events,Browser,11,70557,5
2643,2643,Comedy,TV-Shows,Decoder,2,512362,5
2644,2644,Action,TV-Shows,Decoder,7,580753,3
2645,2645,Comedy,TV-Shows,Decoder,3,91391,3
2646,2646,Cartoons,TV-Shows,Decoder,4,265848,2
2647,2647,Cartoons,TV-Shows,Decoder,3,387960,4
2648,2648,Comedy,TV-Shows,Mobile-App,9,363732,4
2649,2649,Music,Live-Events,Decoder,7,251375,3
2650,2650,Music,TV-Shows,Decoder,9,471513,1
2651,2651,Comedy,Live-Events,Mobile-App,10,351250,2
2652,2652,Action,TV-Shows,Browser,1,416268,2
2653,2653,Cartoons,TV-Shows,Tv-App,10,27963,4
2654,2654,Reality,Live-Events,Decoder,5,579081,2
2655,2655,Documentaries,Live-Events,Mobile-App,10,103375,3
2656,2656,Comedy,Live-Events,Tv-App,1,454072,4
2657,2657,Reality,TV-Shows,Tv-App,8,286598,1
2658,2658,Documentaries,TV-Shows,Mobile-App,2,66111,3
2659,2659,Comedy,Live-Events,Browser,8,141320,1
2660,2660,Documentaries,TV-Shows,Browser,0,439649,3
2661,2661,Documentaries,Live-Events,Tv-App,9,530479,3
2662,2662,Talk-Shows,TV-Shows,Decoder,4,20999,5
2663,2663,Sports,Live-Events,Mobile-App,8,67056,4
2664,2664,Sports,TV-Shows,Decoder,9,136522,1
2665,2665,Talk-Shows,Live-Events,Decoder,7,366238,3
2666,2666,Documentaries,TV-Shows,Mobile-App,10,396168,4
2667,2667,Talk-Shows,TV-Shows,Tv-App,5,226611,2
2668,2668,Cartoons,TV-Shows,Mobile-App,5,32406,3
2669,2669,Talk-Shows,Live-Events,Tv-App,6,26239,5
2670,2670,Comedy,Live-Events,Tv-App,9,304965,2
2671,2671,News,TV-Shows,Decoder,4,398938,5
2672,2672,Cartoons,Live-Events,Browser,8,336581,2
2673,2673,Comedy,TV-Shows,Decoder,6,397630,1
2674,2674,Documentaries,TV-Shows,Decoder,2,467801,3
2675,2675,Documentaries,TV-Shows,Decoder,8,495618,2
2676,2676,Action,TV-Shows,Mobile-App,9,254373,1
2677,2677,Action,TV-Shows,Decoder,10,390944,3
2678,2678,News,Live-Events,Decoder,10,212623,4
2679,2679,Comedy,TV-Shows,Decoder,7,548352,2
2680,2680,Comedy,TV-Shows,Tv-App,0,212147,2
2681,2681,Talk-Shows,TV-Shows,Tv-App,0,28589,3
2682,2682,Action,Live-Events,Decoder,0,20676,4
2683,2683,Music,Live-Events,Tv-App,0,595889,5
2684,2684,Music,TV-Shows,Decoder,3,382395,3
2685,2685,Cartoons,TV-Shows,Browser,4,3239,5
2686,2686,Action,Live-Events,Tv-App,10,277289,3
2687,2687,Comedy,Live-Events,Decoder,6,176476,4
2688,2688,Cartoons,TV-Shows,Decoder,4,498559,4
2689,2689,Cartoons,Live-Events,Decoder,8,528323,1
2690,2690,Music,TV-Shows,Mobile-App,1,130808,2
2691,2691,Sports,TV-Shows,Tv-App,4,471554,2
2692,2692,Cartoons,Live-Events,Mobile-App,7,347933,4
2693,2693,Cartoons,TV-Shows,Tv-App,9,32826,3
2694,2694,Cartoons,TV-Shows,Mobile-App,10,592541,2
2695,2695,News,TV-Shows,Decoder,8,200692,4
2696,2696,Action,TV-Shows,Decoder,10,189422,2
2697,2697,Action,TV-Shows,Browser,2,307822,2
2698,2698,Cartoons,Live-Events,Decoder,10,40286,3
2699,2699,Sports,Live-Events,Tv-App,4,211783,5
2700,2700,Talk-Shows,Live-Events,Decoder,1,176551,3
2701,2701,Comedy,Live-Events,Mobile-App,5,77139,3
2702,2702,Comedy,TV-Shows,Decoder,10,51053,4
2703,2703,News,TV-Shows,Decoder,11,561043,4
2704,2704,Drama,Live-Events,Mobile-App,8,601186,3
2705,2705,News,Live-Events,Tv-App,1,450834,1
2706,2706,Sports,Live-Events,Browser,2,308,3
2707,2707,Talk-Shows,Live-Events,Decoder,7,368612,4
2708,2708,Music,TV-Shows,Tv-App,0,449427,4
2709,2709,Music,Live-Events,Decoder,10,273598,2
2710,2710,Action,Live-Events,Mobile-App,9,352883,3
2711,2711,Action,Live-Events,Decoder,3,177022,2
2712,2712,Sports,Live-Events,Decoder,8,516520,4
2713,2713,Comedy,TV-Shows,Mobile-App,2,325878,2
2714,2714,Talk-Shows,TV-Shows,Decoder,3,92260,1
2715,2715,Reality,TV-Shows,Decoder,9,397934,4
2716,2716,Reality,Live-Events,Decoder,6,312910,4
2717,2717,Action,Live-Events,Decoder,10,517453,2
2718,2718,Documentaries,Live-Events,Mobile-App,7,199250,1
2719,2719,Talk-Shows,Live-Events,Tv-App,5,103184,4
2720,2720,Talk-Shows,Live-Events,Mobile-App,9,73060,4
2721,2721,Cartoons,TV-Shows,Tv-App,6,23052,4
2722,2722,Drama,TV-Shows,Browser,2,324532,5
2723,2723,Reality,TV-Shows,Tv-App,4,558346,2
2724,2724,Comedy,TV-Shows,Decoder,2,196754,5
2725,2725,Music,TV-Shows,Browser,8,2893,5
2726,2726,Comedy,Live-Events,Tv-App,11,566064,4
2727,2727,Cartoons,Live-Events,Decoder,2,188186,5
2728,2728,Music,TV-Shows,Tv-App,2,372371,2
2729,2729,Action,Live-Events,Mobile-App,6,316434,1
2730,2730,Religion,Live-Events,Browser,6,559402,2
2731,2731,News,TV-Shows,Mobile-App,11,520371,1
2732,2732,Cartoons,TV-Shows,Decoder,7,171059,4
2733,2733,News,Live-Events,Decoder,0,332268,2
2734,2734,Comedy,TV-Shows,Mobile-App,3,120874,2
2735,2735,Comedy,TV-Shows,Decoder,10,366088,3
2736,2736,Drama,Live-Events,Decoder,2,159185,3
2737,2737,Comedy,Live-Events,Decoder,5,266899,1
2738,2738,Documentaries,Live-Events,Mobile-App,10,153266,5
2739,2739,Music,Live-Events,Browser,9,196135,2
2740,2740,Sports,TV-Shows,Decoder,2,258816,2
2741,2741,Action,TV-Shows,Decoder,6,408214,5
2742,2742,Talk-Shows,TV-Shows,Mobile-App,1,487890,3
2743,2743,Reality,TV-Shows,Mobile-App,6,591684,2
2744,2744,Music,TV-Shows,Mobile-App,3,104261,1
2745,2745,Documentaries,Live-Events,Browser,7,531879,1
2746,2746,News,Live-Events,Browser,8,576097,1
2747,2747,Music,Live-Events,Browser,7,388969,1
2748,2748,News,Live-Events,Mobile-App,7,405115,3
2749,2749,Comedy,Live-Events,Decoder,4,330943,3
2750,2750,Sports,TV-Shows,Decoder,8,98452,1
2751,2751,Music,Live-Events,Browser,9,566431,2
2752,2752,Reality,Live-Events,Tv-App,9,203588,4
2753,2753,Talk-Shows,TV-Shows,Mobile-App,5,80126,5
2754,2754,Reality,TV-Shows,Tv-App,8,161415,1
2755,2755,Music,TV-Shows,Decoder,0,523058,3
2756,2756,News,Live-Events,Tv-App,5,317434,4
2757,2757,Comedy,TV-Shows,Decoder,5,467744,1
2758,2758,Comedy,TV-Shows,Decoder,2,249416,3
2759,2759,Reality,Live-Events,Mobile-App,8,167423,3
2760,2760,Religion,TV-Shows,Browser,11,177441,3
2761,2761,Comedy,Live-Events,Decoder,4,186445,1
2762,2762,Religion,Live-Events,Decoder,8,279868,3
2763,2763,Talk-Shows,TV-Shows,Browser,8,565838,2
2764,2764,Action,TV-Shows,Browser,8,105498,3
2765,2765,News,TV-Shows,Tv-App,4,509855,2
2766,2766,Comedy,TV-Shows,Decoder,11,289832,2
2767,2767,Music,TV-Shows,Tv-App,11,265873,4
2768,2768,Comedy,Live-Events,Decoder,7,357406,5
2769,2769,Reality,Live-Events,Decoder,2,258800,4
2770,2770,Drama,TV-Shows,Browser,2,405928,2
2771,2771,Drama,TV-Shows,Tv-App,4,248473,3
2772,2772,Action,Live-Events,Tv-App,0,318436,4
2773,2773,Documentaries,TV-Shows,Browser,4,384297,1
2774,2774,Comedy,Live-Events,Mobile-App,10,312013,3
2775,2775,Action,Live-Events,Browser,9,157489,4
2776,2776,Reality,TV-Shows,Tv-App,8,404333,4
2777,2777,Sports,Live-Events,Tv-App,6,347271,1
2778,2778,Comedy,Live-Events,Tv-App,8,580249,2
2779,2779,Documentaries,TV-Shows,Mobile-App,7,253627,4
2780,2780,Action,Live-Events,Browser,11,92001,2
2781,2781,Talk-Shows,TV-Shows,Tv-App,2,205393,1
2782,2782,News,Live-Events,Tv-App,3,474535,3
2783,2783,Drama,Live-Events,Decoder,4,109178,2
2784,2784,Talk-Shows,Live-Events,Tv-App,8,478077,3
2785,2785,Action,TV-Shows,Tv-App,8,402635,4
2786,2786,Comedy,Live-Events,Tv-App,10,159671,4
2787,2787,Religion,TV-Shows,Tv-App,3,520606,3
2788,2788,Reality,Live-Events,Decoder,1,298164,2
2789,2789,Action,Live-Events,Decoder,5,182042,1
2790,2790,Cartoons,TV-Shows,Mobile-App,2,498411,4
2791,2791,Talk-Shows,Live-Events,Browser,2,486845,4
2792,2792,News,TV-Shows,Tv-App,4,382692,2
2793,2793,Reality,Live-Events,Browser,5,266392,2
2794,2794,Talk-Shows,TV-Shows,Decoder,3,98494,2
2795,2795,Action,TV-Shows,Tv-App,9,440646,1
2796,2796,Reality,TV-Shows,Tv-App,3,361968,2
2797,2797,Comedy,Live-Events,Mobile-App,5,281112,4
2798,2798,Talk-Shows,TV-Shows,Decoder,4,535192,4
2799,2799,Music,TV-Shows,Decoder,1,237296,5
2800,2800,News,TV-Shows,Browser,9,247447,3
2801,2801,Drama,TV-Shows,Mobile-App,6,230598,1
2802,2802,Documentaries,TV-Shows,Decoder,5,306341,2
2803,2803,Comedy,Live-Events,Decoder,4,49587,5
2804,2804,Religion,Live-Events,Decoder,9,387195,2
2805,2805,News,TV-Shows,Decoder,7,274303,1
2806,2806,News,Live-Events,Decoder,0,268682,5
2807,2807,Music,Live-Events,Tv-App,2,297462,1
2808,2808,Talk-Shows,Live-Events,Tv-App,7,575042,3
2809,2809,News,TV-Shows,Mobile-App,3,283956,2
2810,2810,Sports,Live-Events,Decoder,7,9112,3
2811,2811,Religion,TV-Shows,Tv-App,6,185244,3
2812,2812,Comedy,Live-Events,Browser,7,239189,3
2813,2813,Documentaries,Live-Events,Tv-App,0,223799,1
2814,2814,Reality,Live-Events,Mobile-App,1,344203,2
2815,2815,Reality,TV-Shows,Mobile-App,9,161262,5
2816,2816,Action,TV-Shows,Decoder,6,408451,5
2817,2817,Drama,TV-Shows,Decoder,8,421916,5
2818,2818,Drama,TV-Shows,Tv-App,0,404577,2
2819,2819,Sports,TV-Shows,Mobile-App,6,277831,2
2820,2820,Reality,TV-Shows,Browser,1,501343,2
2821,2821,Comedy,TV-Shows,Decoder,8,44240,1
2822,2822,Sports,Live-Events,Mobile-App,2,327532,5
2823,2823,Talk-Shows,TV-Shows,Decoder,3,566204,3
2824,2824,Drama,TV-Shows,Browser,0,74236,1
2825,2825,Cartoons,TV-Shows,Decoder,4,189171,2
2826,2826,Comedy,Live-Events,Decoder,7,115183,2
2827,2827,Sports,Live-Events,Browser,5,569783,3
2828,2828,Talk-Shows,Live-Events,Mobile-App,9,442546,1
2829,2829,Action,Live-Events,Decoder,2,441149,3
2830,2830,Action,TV-Shows,Tv-App,5,33613,3
2831,2831,Religion,TV-Shows,Tv-App,5,211919,2
2832,2832,Reality,Live-Events,Tv-App,1,452105,1
2833,2833,Music,Live-Events,Mobile-App,10,335364,4
2834,2834,Drama,Live-Events,Mobile-App,0,461937,2
2835,2835,Comedy,TV-Shows,Mobile-App,8,125268,1
2836,2836,Comedy,Live-Events,Mobile-App,8,319428,2
2837,2837,Action,TV-Shows,Mobile-App,6,509836,5
2838,2838,Documentaries,Live-Events,Browser,0,454031,4
2839,2839,Cartoons,TV-Shows,Browser,8,482314,2
2840,2840,Drama,Live-Events,Tv-App,4,347858,3
2841,2841,Documentaries,TV-Shows,Tv-App,9,205564,5
2842,2842,Music,TV-Shows,Tv-App,2,51746,1
2843,2843,Reality,Live-Events,Tv-App,10,77908,1
2844,2844,Talk-Shows,Live-Events,Tv-App,1,235398,3
2845,2845,Drama,Live-Events,Browser,6,97869,3
2846,2846,Comedy,Live-Events,Tv-App,10,278809,4
2847,2847,Talk-Shows,Live-Events,Decoder,2,546407,3
2848,2848,Documentaries,TV-Shows,Decoder,3,60309,3
2849,2849,Reality,Live-Events,Tv-App,9,20367,3
2850,2850,Comedy,TV-Shows,Mobile-App,2,538705,1
2851,2851,Documentaries,Live-Events,Decoder,3,123387,3
2852,2852,Music,TV-Shows,Browser,9,212556,1
2853,2853,Reality,TV-Shows,Decoder,6,96784,3
2854,2854,Talk-Shows,TV-Shows,Decoder,6,81261,4
2855,2855,Talk-Shows,TV-Shows,Browser,6,540179,1
2856,2856,Cartoons,TV-Shows,Tv-App,9,216955,4
2857,2857,Action,TV-Shows,Mobile-App,6,463170,4
2858,2858,Sports,Live-Events,Browser,6,175001,2
2859,2859,Religion,TV-Shows,Browser,7,346027,4
2860,2860,Sports,Live-Events,Decoder,10,331041,4
2861,2861,Talk-Shows,TV-Shows,Decoder,7,191110,1
2862,2862,Action,Live-Events,Decoder,10,602119,2
2863,2863,Reality,TV-Shows,Browser,5,167829,2
2864,2864,Cartoons,TV-Shows,Decoder,10,123358,3
2865,2865,Talk-Shows,Live-Events,Tv-App,6,551410,2
2866,2866,Talk-Shows,TV-Shows,Tv-App,10,125968,4
2867,2867,Music,Live-Events,Mobile-App,10,447712,4
2868,2868,Action,Live-Events,Decoder,2,562413,1
2869,2869,Music,TV-Shows,Tv-App,9,434817,2
2870,2870,Drama,TV-Shows,Browser,8,474555,2
2871,2871,Comedy,TV-Shows,Decoder,8,205895,5
2872,2872,Sports,Live-Events,Decoder,1,198510,1
2873,2873,Drama,Live-Events,Tv-App,11,534256,2
2874,2874,Comedy,Live-Events,Mobile-App,4,80798,2
2875,2875,Comedy,Live-Events,Tv-App,2,453411,4
2876,2876,Music,Live-Events,Tv-App,3,26635,5
2877,2877,Cartoons,Live-Events,Browser,7,268882,2
2878,2878,Documentaries,Live-Events,Decoder,10,234739,3
2879,2879,Cartoons,TV-Shows,Mobile-App,6,218689,4
2880,2880,News,TV-Shows,Tv-App,6,458094,2
2881,2881,Cartoons,TV-Shows,Decoder,6,144934,3
2882,2882,Talk-Shows,Live-Events,Tv-App,10,479391,5
2883,2883,Comedy,Live-Events,Decoder,3,26262,3
2884,2884,Cartoons,Live-Events,Mobile-App,9,366646,2
2885,2885,Sports,TV-Shows,Tv-App,6,54656,2
2886,2886,Music,TV-Shows,Tv-App,2,150931,3
2887,2887,Documentaries,Live-Events,Tv-App,5,322875,3
2888,2888,Cartoons,TV-Shows,Mobile-App,10,56931,2
2889,2889,Talk-Shows,TV-Shows,Mobile-App,1,151254,3
2890,2890,Comedy,TV-Shows,Browser,5,147388,2
2891,2891,Comedy,TV-Shows,Decoder,10,439731,2
2892,2892,Cartoons,Live-Events,Decoder,2,438431,5
2893,2893,Cartoons,Live-Events,Tv-App,5,59086,3
2894,2894,Talk-Shows,TV-Shows,Decoder,3,173335,2
2895,2895,Reality,Live-Events,Tv-App,7,302783,4
2896,2896,Cartoons,TV-Shows,Tv-App,9,504438,3
2897,2897,Documentaries,TV-Shows,Mobile-App,7,55503,1
2898,2898,Action,TV-Shows,Tv-App,6,410244,3
2899,2899,Comedy,Live-Events,Mobile-App,5,144304,3
2900,2900,Drama,TV-Shows,Browser,3,519648,3
2901,2901,Comedy,Live-Events,Browser,10,485938,2
2902,2902,Comedy,Live-Events,Decoder,10,56618,1
2903,2903,Comedy,TV-Shows,Tv-App,1,190795,3
2904,2904,Action,TV-Shows,Decoder,2,6714,3
2905,2905,Action,TV-Shows,Decoder,1,109260,2
2906,2906,Sports,TV-Shows,Tv-App,4,441951,2
2907,2907,Cartoons,TV-Shows,Tv-App,2,1665,2
2908,2908,Drama,TV-Shows,Mobile-App,4,271241,1
2909,2909,Reality,TV-Shows,Mobile-App,4,23834,3
2910,2910,Drama,Live-Events,Tv-App,0,90315,4
2911,2911,Talk-Shows,Live-Events,Tv-App,9,49454,2
2912,2912,Action,Live-Events,Decoder,1,124193,5
2913,2913,Cartoons,TV-Shows,Tv-App,7,357894,4
2914,2914,Comedy,Live-Events,Tv-App,8,332863,2
2915,2915,Cartoons,Live-Events,Mobile-App,1,204639,4
2916,2916,Comedy,Live-Events,Decoder,7,329458,1
2917,2917,Documentaries,TV-Shows,Decoder,4,411933,2
2918,2918,Music,TV-Shows,Mobile-App,2,56084,4
2919,2919,Comedy,TV-Shows,Browser,2,208153,3
2920,2920,Reality,TV-Shows,Decoder,10,400453,5
2921,2921,Reality,TV-Shows,Tv-App,5,176703,3
2922,2922,Comedy,Live-Events,Tv-App,3,585942,4
2923,2923,Sports,TV-Shows,Browser,3,595425,4
2924,2924,Documentaries,Live-Events,Mobile-App,0,92117,4
2925,2925,Comedy,Live-Events,Browser,1,229117,2
2926,2926,Reality,TV-Shows,Decoder,5,126019,1
2927,2927,Religion,Live-Events,Tv-App,3,54749,3
2928,2928,Talk-Shows,TV-Shows,Mobile-App,4,418745,3
2929,2929,Comedy,TV-Shows,Tv-App,7,148163,2
2930,2930,Comedy,Live-Events,Decoder,7,130369,4
2931,2931,News,Live-Events,Decoder,6,423899,2
2932,2932,Talk-Shows,TV-Shows,Browser,9,2854,2
2933,2933,Comedy,Live-Events,Decoder,3,30616,2
2934,2934,Music,Live-Events,Decoder,10,397689,5
2935,2935,Reality,TV-Shows,Browser,4,382463,3
2936,2936,Reality,TV-Shows,Mobile-App,1,80736,2
2937,2937,Religion,Live-Events,Tv-App,2,558469,2
2938,2938,Drama,Live-Events,Tv-App,4,258297,2
2939,2939,Cartoons,Live-Events,Mobile-App,1,49973,4
2940,2940,Sports,Live-Events,Mobile-App,8,108286,1
2941,2941,Music,TV-Shows,Mobile-App,5,346761,2
2942,2942,Talk-Shows,Live-Events,Decoder,1,145463,5
2943,2943,Comedy,TV-Shows,Browser,1,242733,2
2944,2944,Reality,Live-Events,Mobile-App,8,285964,4
2945,2945,News,TV-Shows,Tv-App,0,389621,3
2946,2946,Comedy,Live-Events,Decoder,3,5772,4
2947,2947,News,TV-Shows,Decoder,0,357377,2
2948,2948,Reality,TV-Shows,Mobile-App,6,580544,5
2949,2949,Reality,TV-Shows,Decoder,10,560153,2
2950,2950,Talk-Shows,TV-Shows,Decoder,2,129225,2
2951,2951,Talk-Shows,Live-Events,Tv-App,9,83613,1
2952,2952,Documentaries,TV-Shows,Tv-App,9,223112,1
2953,2953,Cartoons,TV-Shows,Mobile-App,9,579693,4
2954,2954,Reality,Live-Events,Decoder,9,244717,4
2955,2955,Comedy,TV-Shows,Mobile-App,10,120152,1
2956,2956,Drama,Live-Events,Decoder,9,207617,3
2957,2957,Talk-Shows,Live-Events,Decoder,11,351757,2
2958,2958,Talk-Shows,Live-Events,Decoder,7,184904,2
2959,2959,Comedy,TV-Shows,Decoder,7,563297,2
2960,2960,News,Live-Events,Tv-App,1,325786,3
2961,2961,Talk-Shows,Live-Events,Mobile-App,2,348724,5
2962,2962,Music,Live-Events,Mobile-App,4,78615,3
2963,2963,Music,TV-Shows,Tv-App,11,43221,2
2964,2964,Documentaries,TV-Shows,Decoder,7,521658,5
2965,2965,Sports,Live-Events,Tv-App,9,64571,4
2966,2966,Drama,Live-Events,Tv-App,1,13827,1
2967,2967,Sports,Live-Events,Tv-App,2,280249,1
2968,2968,Comedy,TV-Shows,Tv-App,8,307212,4
2969,2969,Comedy,Live-Events,Decoder,6,592123,4
2970,2970,Reality,TV-Shows,Decoder,9,439774,4
2971,2971,Comedy,TV-Shows,Tv-App,5,303901,2
2972,2972,Comedy,Live-Events,Tv-App,5,12729,3
2973,2973,Religion,Live-Events,Decoder,7,369148,4
2974,2974,Music,Live-Events,Tv-App,7,154976,1
2975,2975,Comedy,Live-Events,Tv-App,1,259405,4
2976,2976,Documentaries,TV-Shows,Decoder,2,9346,1
2977,2977,Music,TV-Shows,Browser,5,378685,2
2978,2978,Sports,Live-Events,Tv-App,9,448668,4
2979,2979,News,Live-Events,Browser,9,220889,4
2980,2980,Sports,TV-Shows,Decoder,4,26903,1
2981,2981,Reality,TV-Shows,Decoder,2,73522,2
2982,2982,Reality,TV-Shows,Browser,7,173562,3
2983,2983,News,Live-Events,Tv-App,4,539941,2
2984,2984,Documentaries,TV-Shows,Decoder,8,573140,4
2985,2985,Comedy,TV-Shows,Decoder,7,34901,4
2986,2986,Cartoons,Live-Events,Decoder,10,370898,1
2987,2987,Sports,Live-Events,Decoder,2,75252,3
2988,2988,Cartoons,Live-Events,Mobile-App,9,466857,3
2989,2989,News,Live-Events,Tv-App,3,210578,2
2990,2990,Cartoons,TV-Shows,Decoder,1,565550,2
2991,2991,Cartoons,Live-Events,Decoder,8,84910,2
2992,2992,Talk-Shows,TV-Shows,Mobile-App,3,353954,2
2993,2993,Action,Live-Events,Tv-App,0,442467,3
2994,2994,Talk-Shows,Live-Events,Tv-App,6,214818,3
2995,2995,Cartoons,Live-Events,Tv-App,4,234843,2
2996,2996,News,Live-Events,Browser,7,183112,4
2997,2997,Comedy,Live-Events,Tv-App,2,418479,4
2998,2998,Comedy,Live-Events,Tv-App,10,479356,4
2999,2999,Comedy,TV-Shows,Decoder,7,61893,2
3000,3000,Drama,TV-Shows,Tv-App,4,95316,2
3001,2872,Music,TV-Shows,Tv-App,8,73629,3
3002,469,Reality,TV-Shows,Mobile-App,2,281990,2
3003,1457,Comedy,TV-Shows,Tv-App,9,535188,2
3004,60,Comedy,Live-Events,Tv-App,1,588825,5
3005,662,Action,Live-Events,Tv-App,6,17070,3
3006,526,Comedy,TV-Shows,Decoder,11,247381,4
3007,2600,Religion,Live-Events,Decoder,0,254279,3
3008,1599,Documentaries,TV-Shows,Tv-App,8,129490,5
3009,2452,News,TV-Shows,Browser,7,141456,3
3010,1514,Action,Live-Events,Tv-App,3,572052,4
3011,486,Talk-Shows,Live-Events,Decoder,6,459788,1
3012,591,Comedy,Live-Events,Mobile-App,9,301503,1
3013,2142,Sports,TV-Shows,Mobile-App,4,241991,4
3014,1664,Music,TV-Shows,Browser,10,557701,4
3015,164,Comedy,Live-Events,Decoder,0,51590,5
3016,1057,Action,TV-Shows,Tv-App,1,102960,3
3017,2144,Documentaries,Live-Events,Decoder,2,455096,5
3018,1219,Comedy,TV-Shows,Decoder,1,11380,3
3019,1131,Action,TV-Shows,Tv-App,6,546021,2
3020,2189,Action,Live-Events,Browser,8,168968,3
3021,2890,Documentaries,Live-Events,Tv-App,9,54060,3
3022,2778,Sports,Live-Events,Decoder,5,520448,2
3023,877,Music,TV-Shows,Tv-App,3,568735,2
3024,549,News,TV-Shows,Tv-App,0,570696,2
3025,2893,Reality,TV-Shows,Browser,2,448472,4
3026,1017,Talk-Shows,Live-Events,Browser,2,442670,2
3027,960,Comedy,Live-Events,Decoder,7,593130,2
3028,45,Cartoons,TV-Shows,Decoder,3,321170,5
3029,1545,Comedy,Live-Events,Browser,3,282313,5
3030,1667,Reality,TV-Shows,Decoder,9,133172,2
3031,2318,Comedy,Live-Events,Tv-App,10,514660,1
3032,2255,Religion,Live-Events,Tv-App,7,428723,2
3033,284,Music,Live-Events,Decoder,5,350541,3
3034,1492,Sports,Live-Events,Tv-App,3,82614,5
3035,1676,Sports,Live-Events,Decoder,10,277724,4
3036,523,Reality,TV-Shows,Browser,6,223975,4
3037,44,Talk-Shows,TV-Shows,Tv-App,2,543388,4
3038,1441,Documentaries,TV-Shows,Mobile-App,3,57383,1
3039,2794,Music,Live-Events,Tv-App,7,257303,2
3040,1512,Comedy,Live-Events,Tv-App,5,563006,1
3041,910,Comedy,Live-Events,Mobile-App,3,557569,3
3042,1291,Drama,Live-Events,Tv-App,1,134187,2
3043,578,Music,Live-Events,Decoder,8,200194,1
3044,1467,Reality,Live-Events,Tv-App,9,476736,2
3045,661,Comedy,TV-Shows,Decoder,8,526461,1
3046,2653,Comedy,Live-Events,Decoder,3,289736,3
3047,130,Documentaries,Live-Events,Tv-App,9,180088,3
3048,741,Reality,Live-Events,Browser,3,338439,5
3049,1810,News,Live-Events,Browser,8,404582,3
3050,150,Talk-Shows,Live-Events,Decoder,9,379075,3
3051,1441,Sports,Live-Events,Decoder,4,224110,2
3052,822,Comedy,TV-Shows,Browser,1,537360,4
3053,1109,Comedy,Live-Events,Decoder,3,516353,1
3054,1610,Talk-Shows,TV-Shows,Tv-App,1,597492,4
3055,1096,Music,TV-Shows,Decoder,0,357248,3
3056,583,Music,TV-Shows,Browser,9,418395,1
3057,1996,Music,Live-Events,Mobile-App,8,421003,4
3058,2382,News,Live-Events,Mobile-App,9,394669,3
3059,2022,Music,TV-Shows,Decoder,1,432286,1
3060,240,Documentaries,TV-Shows,Tv-App,8,502641,2
3061,1480,Comedy,TV-Shows,Mobile-App,10,328522,3
3062,2610,Reality,TV-Shows,Tv-App,3,134483,1
3063,2135,Comedy,Live-Events,Tv-App,6,426289,3
3064,1494,Cartoons,Live-Events,Decoder,1,422351,4
3065,1520,Cartoons,TV-Shows,Tv-App,1,507146,2
3066,1372,Sports,Live-Events,Decoder,9,73081,2
3067,2523,Documentaries,TV-Shows,Tv-App,10,6345,4
3068,1443,News,TV-Shows,Decoder,3,480173,4
3069,687,Talk-Shows,TV-Shows,Decoder,7,243388,2
3070,2301,Documentaries,Live-Events,Tv-App,5,403382,1
3071,1733,Music,TV-Shows,Mobile-App,7,453624,4
3072,2396,Drama,Live-Events,Decoder,5,349417,4
3073,2573,Comedy,Live-Events,Decoder,10,191287,3
3074,46,Music,Live-Events,Browser,11,103083,3
3075,544,Religion,Live-Events,Decoder,4,172606,4
3076,2387,Sports,Live-Events,Tv-App,8,198585,3
3077,1037,Comedy,TV-Shows,Decoder,1,443156,3
3078,1113,Religion,TV-Shows,Mobile-App,3,464299,4
3079,846,Reality,Live-Events,Tv-App,10,145324,2
3080,468,Music,TV-Shows,Decoder,5,61607,1
3081,1573,Comedy,TV-Shows,Tv-App,0,185260,3
3082,2789,Documentaries,TV-Shows,Mobile-App,8,589723,1
3083,818,Reality,Live-Events,Decoder,3,448617,3
3084,39,Music,Live-Events,Decoder,6,239728,2
3085,2776,Music,TV-Shows,Mobile-App,6,544422,1
3086,1591,Cartoons,Live-Events,Tv-App,5,25003,5
